ResponseId,positive,neutral,negative,unknown,total
R_27rDZF64JhmKdaV,3,3,1,0,7
R_bwIVWmwdfJHpjaN,5,4,0,0,9
R_2ZJIB6Q1IOjInjs,5,4,0,0,9
R_3kI1GVboWj9q9ws,3,1,0,0,4
R_3oScyygCVwtt3PF,5,4,0,0,9
R_1Fbsgkl2vorIH8b,3,9,0,0,12
R_12eZKl0ABibkes2,9,1,0,0,10
R_u4lizdx6Dlg1Or7,6,3,0,0,9
R_1oimHCEcr8Ypl0e,5,4,0,0,9
R_3D6fvkOM6NweeRk,6,3,0,0,9
R_6qZ5opMcVTIUxzj,1,2,7,0,10
R_Du9kNAWOyRt453j,4,4,0,1,9
R_2TKHLXASRBdfzzc,3,3,2,0,8
R_3ffc8YJkeNv99Hg,4,5,0,0,9
R_1eJLVoIDv3S4qEk,5,1,1,0,7
R_T7aj6AX2bKwRYBP,8,0,0,0,8
R_3rGLHyveED01AFg,5,2,2,0,9
R_zehEmA46KGLQmmR,3,2,1,0,6
R_WkbFZTsuEgArO13,5,5,0,0,10
R_2cdqMTouYp5y2TR,7,1,0,0,8
R_UGWXjtCzhLdi6dj,1,5,2,0,8
R_DSJVnUxOtVAnCdb,5,1,0,0,6
R_b13ewU7EVDUW2Xf,7,5,0,0,12
R_5nxDblMWBZR48al,5,3,0,0,8
R_3dL01yNTKL65OCN,6,1,0,0,7
R_3QDacQuKjJYt0nk,0,1,3,0,4
R_1pyWa7BsSazUD3c,5,4,0,0,9
R_DoCRTOf65vRMb0l,7,1,0,0,8
R_1hGzDGcNVrvK9NM,8,2,0,0,10
R_3kqczXY1y0rTWbc,9,1,0,0,10
R_2sSTnaYnAqPoAwX,1,4,3,0,8
R_1eUHfuqidPdRDtK,4,6,0,0,10
R_3MG1wrz7w2GnZxp,12,0,0,0,12
R_3Ny4bLTdZCcJSl6,4,4,0,0,8
R_2BnUCGi002brOxv,1,3,4,0,8
R_vN1v1tPKLAwg7iV,8,1,0,0,9
R_1GCzFfaw2JMyMP7,4,5,1,0,10
R_yViQeEdgKKZAmzL,6,0,2,0,8
R_pyCRW5863vsc9gJ,4,1,2,0,7
R_30tLW0y2XF0bofz,4,6,0,0,10
R_3hrpVTw56WcN3Te,5,5,0,0,10
R_1pYvQaesLXWROd6,0,6,2,0,8
R_enBRfuDcQtnmRuV,5,5,0,0,10
R_2ceKMKMuD7eOC2w,7,2,0,0,9
R_1mIC1VM4eX9SJ8A,5,5,0,0,10
R_2DRzy38yKzY0s4R,9,1,0,0,10
R_1FkpbWaqCuZgN64,7,3,0,0,10
R_R8JI6gwKbiG12ud,7,4,0,0,11
R_1mCKpovKzVKyBHw,4,6,0,0,10
R_yNJ98jSga5Enwu5,2,2,1,0,5
R_eS3h5P4FAJMIaMF,3,0,0,0,3
R_1gMzvH9ZVqxiDhu,9,1,0,0,10
R_12y8PndWbYf0oBF,5,5,0,0,10
R_3szWMTK3zM1HlXg,5,0,0,0,5
R_Dw5AvqssNaNSrHX,10,0,0,0,10
R_2TXeoVD3yiY3DoJ,0,10,0,0,10
R_WjLgdfDqqHHEs5X,7,2,0,0,9
R_2atPjPdZUjvbtj2,4,2,1,0,7
R_3lQYcX7rJrM9lo7,6,2,2,0,10
R_3CK0z5gxlTRswfj,6,2,0,0,8
R_2EtWyecHHxc0ey0,5,2,0,0,7
R_1hRo1R5vUqV5KD6,5,4,0,0,9
R_1GT9b2iZd6PTDql,3,3,0,0,6
R_2CPOimw5U764hr9,7,2,1,0,10
R_1nTn4PjArUBMqjS,0,2,5,0,7
R_3MojRbwvvuwZgnA,5,4,0,0,9
R_diIpiuzFuWBzIbv,5,4,1,0,10
R_2fq6IA7L3GSFBlm,8,1,0,0,9
R_3fT34uUzXhyouGU,4,1,3,0,8
R_Q4YVxwbU8jkkEzn,5,3,0,0,8
R_11d6tV4OurGnWgW,10,1,0,0,11
R_3smhlE6WhIHVJ4x,7,3,0,0,10
R_AclhCVnj1xoIOop,2,2,5,0,9
R_cZRBS5kil3uR0dP,5,5,1,0,11
R_3J4WBdjZwzEzqEU,3,2,5,0,10
R_3QXms00WpAKxEQW,6,2,1,0,9
R_27vvdOh02wpANFd,5,3,2,0,10
R_ywG5QGMUeYRLlWV,8,3,0,0,11
R_Cdxl49RrVn0vCAV,6,3,0,0,9
R_xu8AZXe4LEvxMt3,9,2,0,0,11
R_3e2bJFtdZO8de0p,7,3,0,0,10
R_Clgxl7710e3XlsZ,2,5,2,0,9
R_3G3s4s4IHrPP35G,6,3,1,0,10
R_1jKdZbYuJMBsGhw,5,3,1,0,9
R_2tnHBsBvm8jHwiZ,8,1,0,0,9
R_2ixnCQVfPyqAMSt,8,3,0,0,11
R_3J8XNxRu74g06wr,6,3,0,0,9
R_pQwJeGSFkhljmgx,4,2,0,0,6
R_3HGlLVK64B7nfyv,5,2,0,0,7
R_4Gbup4a4SXKv39L,8,0,0,0,8
R_Rh6Q1Lm71tbZ321,5,3,0,0,8
R_3JKQr2xwpKadzaE,5,5,0,0,10
R_55Do96IPwMbr4cx,5,1,4,0,10
R_3NWkEzNWzsYrKN1,1,1,6,0,8
R_1qeyowEPqCJ7d5P,5,2,1,0,8
R_1kUDfmfNkB4AUE6,5,4,2,0,11
R_3oXGMKk0D5A4FPe,0,4,4,0,8
R_1MKZCkkAG0WgLcN,3,4,2,0,9
R_2dRuT1QOtOT87TO,7,3,0,0,10
R_1P00dtIHATQL63q,5,2,0,0,7
R_PSvU9MsZuCSKyUF,4,4,0,0,8
R_x42Vcp6DFYJuzw5,8,1,0,0,9
R_2wABnFAtWKUK1eg,5,4,0,0,9
R_1nORvEBao8vSRTf,3,4,2,0,9
R_245ISqE2r2MIwOR,6,4,0,0,10
R_2YfDI8aoAIoBWkv,5,5,0,0,10
R_QhyLzk2xlO80rFn,7,1,0,0,8
R_57nakWBeoMvSVyh,6,4,0,0,10
R_2TmJchNrbIo1JW1,8,2,1,0,11
R_2dR5DGWgjwZ8bVi,4,4,1,0,9
R_2S7aW52TKjOUYIe,5,3,0,0,8
R_3neeY743rvJ4zFk,2,5,2,0,9
R_6y7z9mg8NtAvmdb,9,1,0,0,10
R_2YY95v9aVS3GI5L,7,3,0,0,10
R_C4gHSBFBgDqWcIF,6,4,0,0,10
R_2Vm6fT0EbJdkXeU,5,3,2,0,10
R_2atzBpHhFCNbF0x,7,1,0,0,8
R_1DG7CzMX49bRaeu,6,2,0,0,8
R_2c8ceKfZPIjaRMe,0,9,0,0,9
R_aaeq5xl2fqBurSh,8,3,0,0,11
R_bauLaLVpb6V7Gkp,5,5,0,0,10
R_PA2cwHa9yXWGZeF,7,2,0,0,9
R_3w6luwPfgTQ5Vo5,7,2,0,0,9
R_WlHbqDWGw4VGTfP,7,3,0,0,10
R_1gzJevKVu8dLiBF,1,5,4,0,10
R_29bqaHlL5auvVhQ,6,4,0,0,10
R_3CJxbswOLIlfso4,8,2,0,0,10
R_129MaFt92somuoM,4,6,0,0,10
R_3XhjP6eDG32SuAN,6,1,1,0,8
R_1CvaOHyTYrSAv7g,7,2,1,0,10
R_3RvzoPhAjt7bNGQ,6,1,1,0,8
R_3g5YWpvZcaq4Pgy,9,1,0,0,10
R_0pwY8g9TiabI15D,7,2,0,0,9
R_3FViFngiZcvh97k,0,2,4,0,6
R_1pPQbStxwVIKrw4,5,3,1,0,9
R_3oTHhmOCjehkw8W,4,5,0,0,9
R_1otHCZ3buTSNb9z,5,3,0,0,8
R_26gbuY8hy2lXALG,7,3,0,0,10
R_3HYLeucE4gW9GaW,7,3,1,0,11
R_2f8dSCqCrUk87vj,6,2,0,1,9
R_1IbA5IIGgKnSoAr,5,5,0,0,10
R_vTFdN2kmPHx5kIN,3,2,2,0,7
R_PHhcDCJkvySP3Wh,8,2,0,0,10
R_3gNmgMmlEEBky6n,6,1,2,0,9
R_b9DJRG14lfilSfv,4,5,0,0,9
R_1l3G6kj7uum0yzd,5,3,0,0,8
R_2YyT6xETcwCO4yr,5,0,0,0,5
R_2VL4GC7o03zMidX,6,4,0,0,10
R_1pX74YVpHWKhEkp,9,1,0,0,10
R_1BOWbq0w6g6prmx,4,4,0,0,8
R_3dX1a95LMrOUnUG,2,3,5,0,10
R_2bhHXopNdalsrgR,2,6,0,0,8
R_2nsPmhncjB9fOTv,4,5,0,0,9
R_25F76qmnChH1RGT,4,6,0,0,10
R_9QTWcuNit4au1B7,8,2,0,0,10
R_2tydmQ1as8pCmOl,11,2,0,0,13
R_1ZkwEpNrTT2jiCd,6,2,1,0,9
R_1Csx3ewmMg0Xuol,3,3,1,0,7
R_1lzxC5DWFuIwymn,7,3,0,0,10
R_1jxnJqUSYM9YlfG,8,1,0,0,9
R_cMkVhqoaWtHKTTz,1,3,6,0,10
R_1gAAtWGf13EK1gx,7,2,1,0,10
R_2uJMnuB6KzuICEp,7,1,1,0,9
R_w5zkGBYdlS9Qr8B,5,5,0,0,10
R_2PgHGaEUzeihdB6,7,5,0,0,12
R_2xKlJncnEmeZSpp,5,6,1,0,12
R_sdpBx7XgaWCaaFb,5,4,2,0,11
R_3sBJVz8QsBND0Jl,7,2,0,0,9
R_1OPmINum7hORenn,8,2,0,0,10
R_1GWBeB2XMMfi6mV,8,1,0,0,9
R_3HXHROPjSTQzqTF,8,2,0,0,10
R_2CWIWo47lt1ePTb,4,1,5,0,10
R_2zSEnKrSDNxFMkq,6,1,1,0,8
R_Dc0soOCvb08hrs5,0,4,3,0,7
R_1MTbINc8hOCOFWm,3,5,0,0,8
R_3CBmDY2MQ8Gvmqg,6,4,1,0,11
R_3PB78Xn5kWV9qkV,4,3,3,0,10
R_323CghRcPzDBCtD,3,2,4,0,9
R_R3NzyZWintw0oRr,7,5,0,0,12
R_3iOR4A4JslnXyIE,3,4,0,0,7
R_2nrnzDazRRkxALD,5,9,0,0,14
R_3qxNTtgbWXo8Ptd,3,5,0,0,8
R_RF6hPsUtCZVcT05,6,2,1,0,9
R_3MFgBaGOwInoypi,7,4,0,0,11
R_sjM5399SaQL6EcF,7,2,0,0,9
R_1ilBPEozTDy4jsG,9,1,0,0,10
R_2DLEHS9MxRBR1Hq,4,2,2,0,8
R_2zFT99A2TrrDX2c,4,4,1,0,9
R_31i31zyJiJqfaAS,6,2,2,0,10
R_3j88DC3ntihQJii,9,5,0,0,14
R_DMIiU5b3uiCuHrb,6,3,0,0,9
R_3qaJFwkLPKuk0pr,5,2,1,0,8
R_22QXuLlK9znyyAe,4,6,0,0,10
R_2ROqp7YZ6u87EYf,5,3,0,0,8
R_2cooHUy3LFl9amA,8,2,0,0,10
R_2cC9HgioxtIByzG,7,3,0,0,10
R_1mpXkLKxeT2kUJE,7,4,0,0,11
R_UMzRIeIKo9MHtip,3,3,0,0,6
R_2feW5YN9SNGCc3X,5,5,0,0,10
R_21byfWYmSWKVTYR,10,0,0,0,10
R_30qShKeSIeSkuPe,7,3,0,0,10
R_2uUkdxcfw1BPbTO,3,1,4,0,8
R_YWwlo4x9Iw3QnkJ,0,2,5,0,7
R_26fNlflLuNAsEuv,7,3,0,0,10
R_w73f07yUavkESsN,2,2,4,0,8
R_294TSBkP2U3HbJU,6,4,0,0,10
R_ykGNlEABsfP6aaZ,7,5,0,0,12
R_25SWyiYP2u3YLy6,5,1,2,0,8
R_b2iOPa5lMIvQ1xv,7,0,0,0,7
R_uaDJXCs1RR9C0Rr,6,3,1,0,10
R_XM54crxetReqfPH,8,1,0,0,9
R_Dvl04E2qXMBBKMN,6,4,1,0,11
R_3ph9M9cm7AbOofr,0,0,6,0,6
R_UPH6xDGUFVSy4kp,9,0,1,0,10
R_29UNQlybqvM5kSl,5,5,0,0,10
R_2QMMEjNeAuJVKip,6,4,0,0,10
R_3nc2yZRg2cyE5d0,6,4,0,0,10
R_1E6iMfuwYJPKAFO,9,0,0,0,9
R_01J2w8Bgrsr7SIV,4,5,0,0,9
R_1eFPG9PJ6u9ge1z,7,2,0,0,9
R_yZOqONwXsYH6qDn,5,4,0,0,9
R_1gC79OORtOSD8dZ,5,4,0,0,9
R_31EkekVAoORy6w0,4,3,3,0,10
R_1KexZkQi1xIKUW0,3,7,1,0,11
R_uaH2tLwbYsWUCgp,4,6,0,0,10
R_rilKqBr9hQK0GzL,10,0,0,0,10
R_1LXTU7dhdIt6pnz,1,3,5,0,9
R_2ZCGmUuBOKg40sp,8,0,0,0,8
R_3s52zx14Bl2zqc1,1,8,0,0,9
R_9yo50DLYByCEqRj,0,4,4,0,8
R_vJqYYj0jHAEaA3T,0,0,8,0,8
R_2xP1VXqv1MbAfFA,6,4,1,0,11
R_3JCoEpHOJsgQClr,2,1,5,0,8
R_21dqKzp5xf6aprI,7,3,0,0,10
R_1gkmvlIbqu5BXTh,3,1,1,0,5
R_3qm3TZDtyc6WRXC,5,4,0,0,9
R_pDTVJ6YDFpO3s1r,6,3,0,0,9
R_RFvrodnvtDvVwRj,3,4,3,0,10
R_1q2nL1TWcJtxqml,5,3,0,0,8
R_0Glf2sN07qQocpP,4,3,1,0,8
R_2WtZuglbuN1Yhrr,9,1,0,0,10
R_PFqcpL3fMqpkgRH,3,3,2,0,8
R_1GAZLR06V2emibO,1,4,2,0,7
R_1NlEV3kIoO3lZcU,5,4,0,0,9
R_r0HDUNQqdR3bj2N,7,2,0,0,9
R_3EhCAeWra4gJbcM,1,1,6,0,8
R_CkTakXJMFULBadr,7,1,0,0,8
R_801eADxKyotjbLH,7,3,0,0,10
R_3KI3k5g63mFlJup,5,5,0,0,10
R_UnBeT127KPSPVxD,3,1,3,0,7
R_29od7sToMwg34vZ,5,4,0,0,9
R_SYOuH338lM3UL05,6,3,0,0,9
R_SNpxAjYP4QVHLz3,6,0,0,0,6
R_2Bxt0csX10mX1A6,5,2,0,0,7
R_3Ej9PeNdt2uAvlD,5,3,0,0,8
R_RmhH7g3jj0HYEQF,4,5,1,0,10
R_10qQMgJZG9SV1jt,6,2,0,0,8
R_DdBUMuujpEZgErT,4,4,0,0,8
R_2TzO6Wr7Iou1wza,6,4,0,0,10
R_294dNyrMyfuZTWT,2,4,0,0,6
R_doPNIr53EvksiFX,5,2,1,0,8
R_SC1yzgFgo2ETOlb,3,2,5,0,10
R_3iVETFI3KgeDwx5,7,3,0,0,10
R_1gtFoXK8GGnzITt,7,4,0,0,11
R_TpX2i8AQzRe6p9f,3,7,0,0,10
R_tStu50LuJR8GuxH,4,6,0,0,10
R_1FD1xAKFPjykkGS,8,0,0,0,8
R_3HXLqYJocAqnEP2,7,3,0,0,10
R_3LbCh8SQdYDxNF6,7,3,0,0,10
R_1OTrXumwfdlBmKk,4,4,1,0,9
R_1Q3mn6PtCDrolEn,6,2,0,0,8
R_2sXOhaJXCcQ2FuU,4,5,0,0,9
R_ebbdwIFsKK0aonf,6,2,0,0,8
R_1SOvFPaDnudH8T7,5,4,0,0,9
R_3KNgWp9nJNF4aQN,3,3,2,0,8
R_29h2yLa8JPA1Zjy,8,6,1,0,15
R_Tw74CQX2Eu0H1TP,5,4,1,0,10
R_2ZP9qtU4JjUqhIP,8,0,0,0,8
R_2DTcFLXyKdDPetA,7,4,0,0,11
R_2CEdO4cmzQDBSac,5,5,0,0,10
R_1JClYpZq5rJ1drE,2,4,4,0,10
R_30hKaPymtZmmzzD,7,1,0,0,8
R_3fkPMBlxagpnu4J,5,4,0,0,9
R_qF7kOlrvat8vS2R,6,3,0,0,9
R_3oYBmTw002cm4hR,6,1,1,0,8
R_Op7Ezba4nAf8XYd,3,7,0,0,10
R_2TXfJe71GuaxePr,9,1,0,0,10
R_2qmcS6RGV1wZ3jI,5,3,0,0,8
R_XBVFXPhZRIWRNLj,3,3,4,0,10
R_3DjQadRaYIQ7BPo,0,3,0,0,3
R_3NEPxxkNkPnvHn2,2,5,4,0,11
R_3KxATIJoBD9POUM,3,4,1,0,8
R_3MFl0RtHpy0w6IJ,5,3,0,0,8
R_2E6KRnELikPswor,6,4,0,0,10
R_s7KR7N4Ghx3RHgZ,6,3,0,0,9
R_1liAQ2HJovm1wcB,5,5,0,0,10
R_1NqD0eUSrx5rcGh,5,2,3,0,10
R_2ZOHgsqPAvj8703,6,2,1,0,9
R_PA7Ki9JdMLeqUZr,8,1,1,0,10
R_XhQ2Eobzb1cdTcR,6,3,0,0,9
R_1QbDKHCmlPyf5Ag,6,4,0,0,10
R_2uxpqeYMld7Gd6S,4,4,1,0,9
R_11Zr3FLaupb3nrz,5,4,0,0,9
R_cU7Aci8fyYQ8GlP,2,5,3,0,10
R_djpogB2tLDPEY4V,6,2,0,0,8
R_2f9UBOPHnV5paYS,2,0,0,0,2
R_1pKdC00wZXa0lCi,6,4,0,0,10
R_25L8Kii303CiTLd,5,2,1,0,8
R_31L90JgL8o6ZUdc,3,5,1,0,9
R_3lW7uZ6jkX25BG0,5,4,0,0,9
R_1rBL65o7AjiKYR0,3,6,0,0,9
R_3m4DHLwhvxc9coe,2,3,1,0,6
R_uyr8pCIEhlc90dP,6,4,0,0,10
R_2BxFgbohO2zTUwp,4,8,0,0,12
R_Tqgy7moGumzDQEV,4,4,1,0,9
R_2ANguP72xRz0OT7,8,2,0,0,10
R_3e4YshAgPTEiv0N,7,3,0,0,10
R_1oor47auSDv1yBZ,3,5,3,0,11
R_3hij22lOwo0113q,3,7,0,0,10
R_2rInrIll15Q8Jib,8,3,0,0,11
R_2qjxw5E79VbhSC4,4,1,3,0,8
R_tL3eUGutqrg327L,5,5,0,0,10
R_3IWuJi2dtQpJs6g,1,1,5,0,7
R_1PXGC8lifwpANq3,6,2,0,0,8
R_2BeCcbGACVbHZxd,0,4,3,0,7
R_31TxjTDVvNiEspo,9,1,0,0,10
R_2rkAcIefUzUbsCl,3,3,3,0,9
R_2eR4vKUCJ8nn9t9,5,2,0,0,7
R_1QmVwkZwH8dFsN8,5,2,0,0,7
R_31SEZ8LPq1xD1Ll,0,5,4,0,9
R_1nZJUDoEroD0MYT,11,2,0,0,13
R_Uc0sQ70Jdnzv7SF,2,2,4,0,8
R_3J7Z3Tdo50RQSgf,4,4,0,0,8
R_24JmJeJH5jntPZb,7,3,0,0,10
R_3oAyu9zZmV8FmMH,3,2,3,0,8
R_0cv8iyjveeAYeQ1,4,4,2,0,10
R_VW3vBE6JmZmqiGd,6,3,1,0,10
R_31c2TJR9xjbqcxn,7,3,0,0,10
R_3iEzl08KZGzFFTQ,9,0,0,0,9
R_3M9HvY9RqimFqeb,7,0,1,0,8
R_1rlwjq3vjPSv4nw,3,6,0,0,9
R_0oHP8sYcPlLqHap,6,1,0,0,7
R_vUXjwQy0AKq6L8l,7,1,0,0,8
R_XgC7ZI9tcb7bZKx,1,3,3,0,7
R_TcKQYZkHn9RRJJf,2,5,1,0,8
R_3hDXeqfmXXGtsil,6,3,0,0,9
R_cMknJeXkF3T0cVz,8,0,0,0,8
R_10oBuqGBo70IFBU,4,4,0,0,8
R_0Dj9DeWcVaQOeDn,2,5,2,0,9
R_bjcEpOZ3l4mI14R,7,1,0,0,8
R_zd7AwvUKEpF7vnH,3,4,3,0,10
R_PSAk13Up9GXyDMl,2,5,1,0,8
R_1KycOIKtXLytXiG,9,2,0,0,11
R_pLd2uXbz7HaQt8J,4,4,2,0,10
R_2dEXE8bB2l5TBVQ,8,0,0,0,8
R_yBYqDq9kMPWjO49,4,3,1,0,8
R_12gsdHwCOXETm1V,4,4,2,0,10
R_wL5IwNUGKmPy1eF,7,2,0,0,9
R_2WUAAZchsKa5zjn,4,3,0,0,7
R_3maXOIaPygVO602,5,1,2,0,8
R_1flawthJFuwuRjE,2,4,1,0,7
R_2uKwW8D3dBsoLzn,5,4,0,0,9
R_do6d25FMdMWU0q5,7,2,0,0,9
R_UEgaJKUWHcpcWgV,4,6,0,0,10
R_2scgr69z7UFsaE8,7,2,0,0,9
R_3Pu8IK7vIkj089g,6,2,1,0,9
R_2QVC4M0cAZtdMYY,7,2,0,0,9
R_2EplaPm8OLWjyrm,5,0,2,0,7
R_1jeowoOK316f4MZ,6,3,1,0,10
R_2Ph81XayQSML0Ly,5,4,0,0,9
R_22nsIwmT7kyBwgH,2,2,2,0,6
R_2sUeUuukivqplre,2,4,5,0,11
R_UMGWBihLR77NCW5,8,1,1,0,10
R_57IR1e66AaWxfIR,7,2,1,0,10
R_2aWHJMF2iZuF4wF,4,1,4,0,9
R_1Igd3aT5TxUMHgj,5,3,2,0,10
R_2zYCOWphz141B3O,6,3,0,0,9
R_1riDJPiOTMIKzyW,3,3,1,0,7
R_WC1ULhOp49kY32F,8,6,0,0,14
R_SMCT6nWu7yJcpO1,1,8,1,0,10
R_3KBiQ4pKS47cQXp,3,4,1,0,8
R_1OxjBhASsDK0yp0,6,4,0,0,10
R_22DjtuQnglnBb7J,2,2,5,0,9
R_77phLvtNq49POlr,7,2,0,0,9
R_1ihAXe6wfRWAveC,7,5,0,0,12
R_1mzzhc9qY55hNSy,8,3,0,0,11
R_1hHhULmnMsBgvzi,9,1,1,0,11
R_3EbVy6oFYW3xlZJ,3,3,3,0,9
R_2S8GnbN8ut1OeAk,2,3,4,0,9
R_1BQ2O7B4HM45HPb,4,1,4,0,9
R_1OHVzZ9FdPKVZyE,5,2,0,0,7
R_3nDeZvgK9Ou2HI7,4,0,0,0,4
R_bkNOZkjqgZ6Ong5,2,9,0,0,11
R_2rqfiA3qWPvqXH8,3,4,1,0,8
R_Y5DugyHVMz9A7El,6,2,1,0,9
R_2t9iVpZoQibTh3G,6,3,0,0,9
R_1OWeAw1f8N8dm5J,2,7,1,0,10
R_10NV3LlJgprMa9Y,4,4,0,0,8
R_PG3DgaEg5vO87cJ,6,4,0,0,10
R_3fwbUJwFdkwNlRv,1,5,2,0,8
R_3s09u1o6g408vhn,3,5,2,0,10
R_10xsmE7pDcw2UyB,5,4,0,0,9
R_4ZoipvSqor6LajD,4,5,1,0,10
R_3Jz2WNctbcDSVPP,4,3,0,0,7
R_DT6U6tJGyBHf6lH,8,3,0,0,11
R_1cUgwBB6bJPzaXK,6,2,0,0,8
R_yCFRoj1Fw57dl0R,6,2,0,0,8
R_24bYLyV2mPadjWf,6,3,0,0,9
R_1eruZzHrE6HVSm4,3,7,0,0,10
R_3nouBxUQftX9bH4,5,4,1,0,10
R_tL4BAxJyfJwoKhX,5,2,2,0,9
R_3NEzMXw2jvysGZ8,4,2,3,0,9
R_3HYQWrojCyEwudr,6,4,0,0,10
R_3rYf6dYLdG7BcfK,3,2,4,0,9
R_2ZQEFyKoralNUuW,8,2,1,0,11
R_24hENnFappFJ6Sy,4,4,0,0,8
R_1okh2FeRSwml2zy,3,5,0,0,8
R_3GuIHuKO3kPnfno,6,2,0,0,8
R_RsQYT0CGKAmNqtH,7,4,1,0,12
R_2wRZsc4ToBRBFNs,3,7,0,0,10
R_1HkJbaucIfLKYl0,3,6,1,0,10
R_1kFZV7PK7rKYPX7,0,4,4,0,8
R_1E4da0cYN1XYitu,3,3,0,0,6
R_2SCAuZl0nz8Mlru,4,7,0,0,11
R_cBxlSSzAIIDvgdj,6,3,0,0,9
R_2dLm778vO9NbrKY,6,3,0,0,9
R_ZwPj9KM3eXrFVap,7,2,1,0,10
R_3CZTPRZTYKFuGAg,7,1,1,0,9
R_3avfbWelKfak5hv,6,2,0,0,8
R_2B5kuT9HVLOP2ok,7,3,0,0,10
R_w12dXOca53qjzB7,1,8,0,0,9
R_1jUFYTmmhSjbuon,5,4,0,0,9
R_1LwyLBFL6SMj2Jg,3,7,0,0,10
R_1lz38gM65bQWjyF,8,2,0,0,10
R_2CgqG1jYvjLMRBc,7,2,0,0,9
R_2uNzMcggsbjU4zB,8,4,1,0,13
R_2pPG9s8v1psLFfl,3,10,0,0,13
R_2Pt0cpUHmoO00eq,6,4,0,0,10
R_3dXnL5Xw8hp9zA1,1,1,7,0,9
R_1DA6eVQHMQWEMDS,7,2,0,0,9
R_3ptcm3ZvFbs3bBh,8,1,0,0,9
R_vieNnGiOVgNXDKV,0,6,4,0,10
R_1QsjpTSBt78dHdD,2,3,3,0,8
R_WpVtTTngN1EAdYR,7,3,0,0,10
R_1gNOMLTB4Wdpk1Y,3,3,3,0,9
R_1jB7aMcuwuxtK6H,4,6,0,0,10
R_1jprVQnoUrIN4Nq,4,3,1,0,8
R_3EgbyebqeevZKLU,7,2,1,0,10
R_27JC4Hboko1UOGw,6,5,0,0,11
R_22QWUnsfrhDEYQ8,7,1,0,0,8
R_1IsA4u0ZD41wcNz,7,2,0,0,9
R_5gAnY1VO7b1zoE9,6,1,3,0,10
R_cZIKIMOIdxmZi2l,2,1,7,0,10
R_2pMq3KeBuQVf2HN,2,5,0,0,7
R_2OVy0zLV6Fhy0dZ,6,4,0,0,10
R_1eIWiN57l23kBkq,5,4,0,0,9
R_3GE4ZzVJ7FY5hro,5,3,0,0,8
R_1BW2MiSr5AmjZBw,3,5,1,1,10
R_1LuGO2inY6OumJS,4,5,0,0,9
R_1oCtYyG69GsLkCt,3,2,2,0,7
R_3VtBv0zHuGMorBf,6,1,0,0,7
R_2ClWHBQSZHfvUlz,7,0,0,0,7
R_1jkp3uZAVu0YmKv,7,2,1,0,10
R_sqiXfFtt1RKZWuJ,7,3,1,0,11
R_27DViR7LjypsI1O,9,1,0,0,10
R_1LXrIqTQC5Bp0Er,8,2,0,0,10
R_WjQWARjnGMsoV6p,7,2,0,0,9
R_1lsCDMddiasWh31,6,3,0,0,9
R_2wppMyXLP2fZzeP,4,2,0,0,6
R_11Ye30Wfy7wKLix,2,4,2,0,8
R_XmOUFYW3XamXgDT,0,2,6,0,8
R_2ZCS11c2iNblLam,5,5,0,0,10
R_1hXPLvvsOncZJMk,5,3,0,0,8
R_1oeeGMTAHCdU67D,1,3,2,0,6
R_2duss5qHITqMDpY,6,3,0,0,9
R_OeZUxaliGMlbU4x,3,4,3,0,10
R_1LwA7A6rymAMwwJ,6,3,0,0,9
R_esa884IYuEuyK9X,9,2,0,0,11
R_2zcKSU3qa4nshkI,7,5,0,0,12
R_2ceH8W9rBofmB2z,7,2,0,0,9
R_3D1MY5O7bgh6o0m,4,4,0,0,8
R_2ZQXKOK7E7hPHyy,1,2,5,0,8
R_oYT56pVKM06BiNj,4,3,0,0,7
R_cTOrXKiUzbfVjeV,3,0,7,0,10
R_3qX75U6weOgCbGK,7,3,0,0,10
R_UEXPmndMUG8F1eh,5,5,0,0,10
R_22J7qrReNX8gWXN,7,2,0,0,9
R_2eWDG3B9LbYoyUq,0,6,2,0,8
R_URx0bDBvIaBT1aF,5,7,1,0,13
R_yI9gkgOgQUS9I6R,3,6,0,0,9
R_3n2fZAKVOB2FpqO,3,4,1,0,8
R_3KBp5VHKNcP8mZH,5,5,0,0,10
R_32Qv40GOu9K2m26,2,9,0,0,11
R_tSw9yHw90x4MpAR,4,5,0,0,9
R_5BYeexpKgsqaJAR,4,2,0,0,6
R_3QKpSSyC1ydOKyo,6,4,0,0,10
R_237arokmtW9sU7H,5,4,0,0,9
R_3Krsh8RUdZNEJSk,1,5,1,0,7
R_1ItTXyb3QtWNhXo,3,3,2,0,8
R_3HHOqlSDVwEez2x,3,5,2,0,10
R_3I46sJWhkdeuphz,3,6,0,0,9
R_56VOw280Y00vJ73,2,6,4,0,12
R_sdKaJ2cvnGF60cF,5,6,0,0,11
R_2q4yn4IhGeNed3a,7,2,0,0,9
R_09eszuXMfUUhle1,1,5,1,0,7
R_3oRzhziCTpik3Rw,5,3,2,0,10
R_2dBdfRAvoeett1j,4,6,0,0,10
R_pJW5C9UBZgFDI2J,6,1,0,0,7
R_1Kx4FtxWWbapxp4,8,2,0,0,10
R_1rPscXyqdWMmMKV,0,4,0,0,4
R_12upGkigtFGdiJw,1,3,3,0,7
R_qC7x1zb1UwS98fn,4,2,1,0,7
R_Qok7i9jqE4LTfuV,4,7,0,0,11
R_1Dw110t9Y6Eb7rN,1,2,4,0,7
